Scenario,CorrelationType,Size,InstanceFile,Algorithm,Run,ObjectiveValue,ExecutionTime,Error
scenario1,correlated_sc1,500,kpfs_4.txt,REACT_GRASP,7,821.000000,0.1527,
scenario1,correlated_sc1,500,kpfs_4.txt,REACT_GRASP,8,785.000000,0.1400,
scenario1,correlated_sc1,500,kpfs_4.txt,REACT_GRASP,9,805.000000,0.2153,
scenario1,correlated_sc1,500,kpfs_4.txt,REACT_GRASP,10,797.000000,0.1098,
scenario1,correlated_sc1,500,kpfs_4.txt,REACT_GRASP,11,803.000000,0.0718,
scenario1,correlated_sc1,500,kpfs_4.txt,REACT_GRASP,12,812.000000,0.0734,
scenario1,correlated_sc1,500,kpfs_4.txt,REACT_GRASP,13,809.000000,0.1353,
scenario1,correlated_sc1,500,kpfs_4.txt,REACT_GRASP,14,799.000000,0.1103,
scenario1,correlated_sc1,500,kpfs_4.txt,REACT_GRASP,15,776.000000,0.1207,
scenario1,correlated_sc1,500,kpfs_5.txt,REACT_GRASP,1,757.000000,0.0709,
scenario1,correlated_sc1,500,kpfs_5.txt,REACT_GRASP,2,740.000000,0.0727,
scenario1,correlated_sc1,500,kpfs_5.txt,REACT_GRASP,3,740.000000,0.0989,
scenario1,correlated_sc1,500,kpfs_5.txt,REACT_GRASP,4,753.000000,0.0619,
scenario1,correlated_sc1,500,kpfs_5.txt,REACT_GRASP,5,727.000000,0.0769,
scenario1,correlated_sc1,500,kpfs_5.txt,REACT_GRASP,6,811.000000,0.1449,
scenario1,correlated_sc1,500,kpfs_5.txt,REACT_GRASP,7,724.000000,0.1443,
scenario1,correlated_sc1,500,kpfs_5.txt,REACT_GRASP,8,722.000000,0.0828,
scenario1,correlated_sc1,500,kpfs_5.txt,REACT_GRASP,9,776.000000,0.0922,
scenario1,correlated_sc1,500,kpfs_5.txt,REACT_GRASP,10,769.000000,0.1840,
scenario1,correlated_sc1,500,kpfs_5.txt,REACT_GRASP,11,758.000000,0.1125,
scenario1,correlated_sc1,500,kpfs_5.txt,REACT_GRASP,12,750.000000,0.0889,
scenario1,correlated_sc1,500,kpfs_5.txt,REACT_GRASP,13,746.000000,0.0983,
scenario1,correlated_sc1,500,kpfs_5.txt,REACT_GRASP,14,764.000000,0.1340,
scenario1,correlated_sc1,500,kpfs_5.txt,REACT_GRASP,15,752.000000,0.0663,
scenario1,correlated_sc1,500,kpfs_6.txt,REACT_GRASP,1,784.000000,0.1323,
scenario1,correlated_sc1,500,kpfs_6.txt,REACT_GRASP,2,771.000000,0.0993,
scenario1,correlated_sc1,500,kpfs_6.txt,REACT_GRASP,3,778.000000,0.1160,
scenario1,correlated_sc1,500,kpfs_6.txt,REACT_GRASP,4,705.000000,0.0634,
scenario1,correlated_sc1,500,kpfs_6.txt,REACT_GRASP,5,775.000000,0.1349,
scenario1,correlated_sc1,500,kpfs_6.txt,REACT_GRASP,6,772.000000,0.0963,
scenario1,correlated_sc1,500,kpfs_6.txt,REACT_GRASP,7,754.000000,0.0960,
scenario1,correlated_sc1,500,kpfs_6.txt,REACT_GRASP,8,798.000000,0.2056,
scenario1,correlated_sc1,500,kpfs_6.txt,REACT_GRASP,9,772.000000,0.0738,
scenario1,correlated_sc1,500,kpfs_6.txt,REACT_GRASP,10,768.000000,0.1175,
scenario1,correlated_sc1,500,kpfs_6.txt,REACT_GRASP,11,755.000000,0.1108,
scenario1,correlated_sc1,500,kpfs_6.txt,REACT_GRASP,12,735.000000,0.1070,
scenario1,correlated_sc1,500,kpfs_6.txt,REACT_GRASP,13,785.000000,0.1293,
scenario1,correlated_sc1,500,kpfs_6.txt,REACT_GRASP,14,775.000000,0.0878,
scenario1,correlated_sc1,500,kpfs_6.txt,REACT_GRASP,15,800.000000,0.1093,
scenario1,correlated_sc1,500,kpfs_7.txt,REACT_GRASP,1,740.000000,0.1167,
scenario1,correlated_sc1,500,kpfs_7.txt,REACT_GRASP,2,793.000000,0.0965,
scenario1,correlated_sc1,500,kpfs_7.txt,REACT_GRASP,3,793.000000,0.0782,
scenario1,correlated_sc1,500,kpfs_7.txt,REACT_GRASP,4,813.000000,0.2017,
scenario1,correlated_sc1,500,kpfs_7.txt,REACT_GRASP,5,780.000000,0.0619,
scenario1,correlated_sc1,500,kpfs_7.txt,REACT_GRASP,6,746.000000,0.1169,
scenario1,correlated_sc1,500,kpfs_7.txt,REACT_GRASP,7,800.000000,0.1629,
scenario1,correlated_sc1,500,kpfs_7.txt,REACT_GRASP,8,804.000000,0.0839,
scenario1,correlated_sc1,500,kpfs_7.txt,REACT_GRASP,9,766.000000,0.0624,
scenario1,correlated_sc1,500,kpfs_7.txt,REACT_GRASP,10,782.000000,0.0689,
scenario1,correlated_sc1,500,kpfs_7.txt,REACT_GRASP,11,770.000000,0.1155,
scenario1,correlated_sc1,500,kpfs_7.txt,REACT_GRASP,12,786.000000,0.0806,
scenario1,correlated_sc1,500,kpfs_7.txt,REACT_GRASP,13,806.000000,0.1497,
scenario1,correlated_sc1,500,kpfs_7.txt,REACT_GRASP,14,792.000000,0.0731,
scenario1,correlated_sc1,500,kpfs_7.txt,REACT_GRASP,15,772.000000,0.0788,
scenario1,correlated_sc1,500,kpfs_8.txt,REACT_GRASP,1,778.000000,0.0610,
scenario1,correlated_sc1,500,kpfs_8.txt,REACT_GRASP,2,778.000000,0.1383,
